userstopcode;userstopareacode;stopname
37301030;ilpdor;Ilpendam, Ilpendam
37301040;ilpker;Ilpendam, Dorpshuis
37301050;ilpker;Ilpendam, Dorpshuis
37307000;;Zonegrens, 3720/3730
37307010;;Zonegrens, 3730/3740
37308001;;KAR N235-Aalduikerweg 2-1
37308003;;KAR N235-Aalduikerweg 2-2
37309001;;Waypoint 121
37311240;pur081;Purmerland, Ilperrijweg Nr 81
37312180;dil068;Den Ilp, Nr 68
37312200;dil093;Den Ilp, Nr 93
37312220;dil107;Den Ilp, Nr 107
37312240;dil122;Den Ilp, Nr 122
37312260;dil141;Den Ilp, Nr 141
37312280;dilmol;Den Ilp, Molenzijl
37312300;dil180;Den Ilp, Nr 180
37312320;dil186;Den Ilp, Nr 186
37312340;puloos;Purmerland, Oostzanerrijweg
37312350;pur021;Purmerland, Melkweg Nr 21
37312360;pur093;Purmerland, Ilperrijweg Nr 93
37312370;pur026;Purmerland, Melkweg Nr 26
37312380;pur081;Purmerland, Ilperrijweg Nr 81
37312390;pulpur;Purmerland, Purmerlanderkerk
37312400;pulpur;Purmerland, Purmerlanderkerk
37312420;pur026;Purmerland, Melkweg Nr 26
37312430;pur093;Purmerland, Ilperrijweg Nr 93
37312440;pur021;Purmerland, Melkweg Nr 21
37312450;puloos;Purmerland, Oostzanerrijweg
37312470;dil186;Den Ilp, Nr 186
37312490;dil180;Den Ilp, Nr 180
37312510;dilmol;Den Ilp, Molenzijl
37312530;dil141;Den Ilp, Nr 141
37312550;dil122;Den Ilp, Nr 122
37312570;dil107;Den Ilp, Nr 107
37312590;dil093;Den Ilp, Nr 93
37312610;dil068;Den Ilp, Nr 68
37317000;;Zonegrens, 3731/3740
37317010;;Zonegrens, 3721/3731
37320020;wmvedi;Wormerveer, Edisonstraat
37324190;wmvns;Wormerveer, Station
37324200;wmvns;Wormerveer, Station
37371010;uitcam;Uitdam, Camping
37371020;uitcam;Uitdam, Camping
37371030;uitdor;Uitdam, Dorpsstraat
37371040;uitdor;Uitdam, Dorpsstraat
37390020;mongro;Monnickendam, Grote Kerk
37390510;katlag;Katwoude, Lagedijk
37390520;biwdor;Broek in Waterland, Broek in Waterland
37390530;biweil;Broek in Waterland, Eilandweg
37391002;monklo;Monnickendam, Kloosterdijk
37391010;uitaan;Uitdam, Aansluiting Markerdijk
37391020;moncor;Monnickendam, Cornelis Dirkszlaan
37391030;zdwdij;Zuiderwoude, Dijkeinde
37391040;moncor;Monnickendam, Cornelis Dirkszlaan
37391060;zdwdij;Zuiderwoude, Dijkeinde
37391090;zdwgou;Zuiderwoude, Gouw
37391100;zdwgou;Zuiderwoude, Gouw
37391110;monbkl;Monnickendam, Bereklauw
37391120;monbkl;Monnickendam, Bereklauw
37391140;OveThe;Overleek, Theetuin
37391150;OveThe;Overleek, Theetuin
37391170;zdwker;Zuiderwoude, Kerk
37391180;zdwker;Zuiderwoude, Kerk
37391190;zuidor;Zuiderwoude, Dorpsstraat
37391200;zuidor;Zuiderwoude, Dorpsstraat
37392070;monnie;Monnickendam, Nieuwpoortslaan
37392072;monnie;Monnickendam, Nieuwpoortslaan
37392090;monrin;Monnickendam, Ringshemmen
37392091;monrin;Monnickendam, Ringshemmen
37392130;monpie;Monnickendam, Pierebaan
37392132;monpie;Monnickendam, Pierebaan
37392150;monswa;Monnickendam, Swaensborch
37392152;monswa;Monnickendam, Swaensborch
37392180;monspi;Monnickendam, 't Spil
37392181;monspi;Monnickendam, 't Spil
37392510;monber;Monnickendam, Bernhardbrug
37392520;monber;Monnickendam, Bernhardbrug
37392530;monber;Monnickendam, Bernhardbrug
37392540;monber;Monnickendam, Bernhardbrug
37397010;;Zonegrens, 3739/3749
37398040;;KAR N247-Bernhardlaan 05I
37398042;;KAR N247-Bernhardlaan 05U
37398044;;KAR N247-Bernhardlaan 72I
37398046;;KAR N247-Bernhardlaan 72U
37399001;;Waypoint 114
37399002;;Waypoint 123
37399003;;Waypoint 127
37400010;purkin;Purmerend, M.L.Kingweg
37400020;purroz;Purmerend, Rozenstraat
37400021;purwil;Purmerend, Wilgenhoek
37400022;purwil;Purmerend, Wilgenhoek
37400023;puraal;Purmerend, Aalscholverstraat
37400024;puraal;Purmerend, Aalscholverstraat
37400030;purbra;Purmerend, Brahmsstraat
37400032;purbra;Purmerend, Brahmsstraat
37400040;purvur;Purmerend, Vurige Staart
37400050;purste;Purmerend, Sternstraat
37400060;purbla;Purmerend, Jan Blankenbrug
37400061;purbla;Purmerend, Jan Blankenbrug
37400080;purroz;Purmerend, Rozenstraat
37400090;purwor;Purmerend, Wormerplein
37400100;purtra;Purmerend, Tramplein
37400101;purtra;Purmerend, Tramplein
37400104;purtra;Purmerend, Tramplein
37400110;purgsi;Purmerend, Gedempte Singelgracht
37400130;pursth;Purmerend, Stadhuis
37400140;pursth;Purmerend, Stadhuis
37400160;purgsi;Purmerend, Gedempte Singelgracht
37400180;purwor;Purmerend, Wormerplein
37400190;purbla;Purmerend, Jan Blankenbrug
37400210;purvur;Purmerend, Vurige Staart
37400220;purste;Purmerend, Sternstraat
37400230;purdop;Purmerend, Doplaan
37400240;purdop;Purmerend, Doplaan
37400250;purkin;Purmerend, M.L.Kingweg
37400260;purkin;Purmerend, M.L.Kingweg
37400261;purkin;Purmerend, M.L.Kingweg
37400270;purdel;Purmerend, Delfland
37400280;purdel;Purmerend, Delfland
37400290;purmee;Purmerend, Meerland
37400300;purmee;Purmerend, Meerland
37400310;purfre;Purmerend, Frescobaldistraat
37400320;purfre;Purmerend, Frescobaldistraat
37400350;purbee;Purmerend, Beethovenstraat
37400410;purtar;Purmerend, Tarwestraat
37400420;puryss;Purmerend, IJsselmeerlaan
37400430;purbun;Purmerend, Bunderstraat
37400440;purzui;Purmerend, Zuivelpad
37400450;purzui;Purmerend, Zuivelpad
37400460;purbun;Purmerend, Bunderstraat
37400470;puryss;Purmerend, IJsselmeerlaan
37400480;purtar;Purmerend, Tarwestraat
37400500;purkor;Purmerend, Korenstraat
37400501;purkor;Purmerend, Korenstraat
37400512;purkor;Purmerend, Korenstraat
37400520;purwat;Purmerend, Waterlandplein
37400530;purgra;Purmerend, De Graeffweg
37400540;purwal;Purmerend, Waterlandlaan
37400550;purzic;Purmerend, Zichthof
37400570;purgil;Purmerend, Gildeplein
37400580;purhoe;Purmerend, Hoefsmidpad
37400590;purwij;Purmerend, Wijkcentrum
37400600;purwij;Purmerend, Wijkcentrum
37400610;purhoe;Purmerend, Hoefsmidpad
37400620;purgil;Purmerend, Gildeplein
37400640;purzic;Purmerend, Zichthof
37400660;purgra;Purmerend, De Graeffweg
37400670;purwat;Purmerend, Waterlandplein
37400680;purboe;Purmerend, Boekweitstraat
37400700;purbea;Purmerend, Station Purmerend
37400710;purbea;Purmerend, Station Purmerend
37400730;purgwh;Purmerend, Gedempte Where
37400740;purgwh;Purmerend, Gedempte Where
37400750;purslo;Purmerend, Slotermeer
37400760;purslo;Purmerend, Slotermeer
37400770;purslo;Purmerend, Slotermeer
37400800;purbas;Purmerend, Basisveenstraat
37400810;purbas;Purmerend, Basisveenstraat
37400840;pursal;Purmerend, Salland
37400850;pursal;Purmerend, Salland
37400860;purmer;Purmerend, Mergelland
37400870;purmer;Purmerend, Mergelland
37400880;purbov;Purmerend, Bovenlandsestraat
37400890;purbov;Purmerend, Bovenlandsestraat
37400900;purvws;Purmerend, Veenweidestraat/Ziekenhuis
37400910;purvws;Purmerend, Veenweidestraat/Ziekenhuis
37400920;purdij;Purmerend, Dijckscampenlaan
37400930;purdij;Purmerend, Dijckscampenlaan
37400940;purlep;Purmerend, Lepelblad
37400950;purlep;Purmerend, Lepelblad
37400960;purfon;Purmerend, Fonteinkruid
37400970;purfon;Purmerend, Fonteinkruid
37401001;purpur;Purmerend, Purmerbuurt
37401010;pursje;Purmerend, Sjeesstraat
37401040;pursje;Purmerend, Sjeesstraat
37401050;purmas;Purmerend, Mastbos
37401080;purmas;Purmerend, Mastbos
37401090;purcor;Purmerend, Cornelis Edelmanstraat
37401120;purcor;Purmerend, Cornelis Edelmanstraat
37401140;purbee;Purmerend, Beethovenstraat
37401161;purmas;Purmerend, Mastbos
37401170;purter;Purmerend, Moeder Teresastraat
37401180;purter;Purmerend, Moeder Teresastraat
37401450;purlin;Purmerend, Linnaeuslaan
37401510;purtil;Purmerend, Tilburyplein
37401520;purwal;Purmerend, Waterlandlaan
37401530;purwal;Purmerend, Waterlandlaan
37401550;purvee;Purmerend, Veenweidestraat
37401560;purvee;Purmerend, Veenweidestraat
37401570;purlin;Purmerend, Linnaeuslaan
37401580;purtil;Purmerend, Tilburyplein
37401610;purgre;Purmerend, Grevelingenmeer
37401620;purgre;Purmerend, Grevelingenmeer
37401700;purtra;Purmerend, Tramplein
37401810;purgra;Purmerend, De Graeffweg
37402010;purkoo;Purmerend, Koogsingel
37402020;purijs;Purmerend, Van IJsendijkstraat
37402030;puroud;Purmerend, P.J.Oudlaan
37402040;purwal;Purmerend, Waterlandlaan
37402050;purfle;Purmerend, Flevostraat
37402060;purbru;Purmerend, Brug Wheermolen
37402070;purijs;Purmerend, Van IJsendijkstraat
37402080;purchu;Purmerend, Churchilllaan
37402090;purmet;Purmerend, Station Overwhere
37402160;purmet;Purmerend, Station Overwhere
37402170;purchu;Purmerend, Churchilllaan
37402180;purijs;Purmerend, Van IJsendijkstraat
37402190;purbru;Purmerend, Brug Wheermolen
37402200;purfle;Purmerend, Flevostraat
37402210;puroud;Purmerend, P.J.Oudlaan
37402220;puroud;Purmerend, P.J.Oudlaan
37402240;purkoo;Purmerend, Koogsingel
37402250;purkla;Purmerend, Klaverblad
37402262;purcan;Purmerend, Cantekoogweg
37402263;purcan;Purmerend, Cantekoogweg
37402520;purkin;Purmerend, M.L.Kingweg
37402540;purkel;Purmerend, Kelvinstraat
37402550;puramp;Purmerend, Amperestraat
37402560;puramp;Purmerend, Amperestraat
37402570;purkel;Purmerend, Kelvinstraat
37403010;purazi;Purmerend, Azielaan
37403100;purazi;Purmerend, Azielaan
37403110;purazi;Purmerend, Azielaan
37403200;pureuf;Purmerend, Eufraatlaan
37403300;pureuf;Purmerend, Eufraatlaan
37403500;pursav;Purmerend, Savannestraat
37403600;pursav;Purmerend, Savannestraat
37403620;purret;Purmerend, Retiropark
37403630;purret;Purmerend, Retiropark
37403640;purnec;Purmerend, Neckerstraat
37403650;purnec;Purmerend, Neckerstraat
37403660;purval;Purmerend, Vallettastraat
37403670;purval;Purmerend, Vallettastraat
37403680;purvuu;Purmerend, Vuurtorengracht
37403690;purvuu;Purmerend, Vuurtorengracht
37403820;purcbs;Purmerend, Canberrastraat
37403830;purcbs;Purmerend, Canberrastraat
37403880;purwoe;Purmerend, Woestijnstraat
37403890;purwoe;Purmerend, Woestijnstraat
37403900;purkar;Purmerend, Karavaanstraat
37403910;purkar;Purmerend, Karavaanstraat
37403920;purzoe;Purmerend, Zoeloestraat
37403930;purzoe;Purmerend, Zoeloestraat
37403940;purori;Purmerend, Orinocostraat
37403950;purori;Purmerend, Orinocostraat
37404010;necnec;Neck, Neckerbrug
37404020;purslu;Purmerend, Sluisbrug
37404030;purgmd;Purmerend, Graanmaalderij
37404040;purgmd;Purmerend, Graanmaalderij
37404050;purslu;Purmerend, Sluisbrug
37405010;purnwg;Purmerend, Nieuwe Gouw
37405030;purkwa;Purmerend, Kwadijkerkoogweg
37405080;purkwa;Purmerend, Kwadijkerkoogweg
37405100;purnwg;Purmerend, Nieuwe Gouw
37405110;puroud;Purmerend, P.J.Oudlaan
37405180;purkin;Purmerend, M.L.Kingweg
37405330;purwzh;Purmerend, Dijklander Ziekenhuis
37405340;purwzh;Purmerend, Dijklander Ziekenhuis
37407000;;Zonegrens, 3740/3750 (Nieuwe Gouw)
37407010;;Zonegrens, 3657/3740
37407012;;Zonegrens, 3730/3740
37407013;;Zonegrens, 3731/3740
37407014;;Zonegrens, 3740/3750
37407016;;Zonegrens, 3640/3657 (Zuiderweg)
37409001;;Waypoint 116
37409002;;Waypoint 111
37409003;;Waypoint 119
37409004;;Waypoint 110
37420010;wmvedi;Wormerveer, Edisonstraat
37420020;wmrkwo;Wormer, Keerlus Wormer Oost
37420040;wmroos;Wormer, Oosteinde
37420060;wmrraa;Wormer, Raadhuis
37420080;wmrmar;Wormer, Mariastraat
37420090;wmrzaa;Wormer, Zaandammerstraat
37420100;wmrwez;Wormer, Wezenland
37420110;wmrpvo;Wormer, Prins van Oranjestraat
37420120;wmrpvo;Wormer, Prins van Oranjestraat
37420130;wmrwez;Wormer, Wezenland
37420140;wmrzaa;Wormer, Zaandammerstraat
37420150;wmrmar;Wormer, Mariastraat
37420170;wmrraa;Wormer, Raadhuis
37420190;wmroos;Wormer, Oosteinde
37420241;wmrwat;Wormer, Waterzolder
37420251;wmrspa;Wormer, Spatterstraat
37420260;wmrbal;Wormer, De Balk
37420261;wmrbal;Wormer, De Balk
37420270;wmrwat;Wormer, Waterzolder
37420280;wmrlas;Wormer, Lassiestraat
37420290;wmrspa;Wormer, Spatterstraat
37420300;wmrlas;Wormer, Lassiestraat
37470010;marmin;Marken, Minneweg
37470020;uitaan;Uitdam, Aansluiting Markerdijk
37470030;marcen;Marken, Marken Centrum
37470040;marcen;Marken, Marken Centrum
37481002;purpur;Purmerend, Purmerbuurt
37481003;deppur;De Purmer, Purmerenderweg
37481004;deppur;De Purmer, Purmerenderweg
37481005;depgro;De Purmer, Groeneweg
37481006;depgro;De Purmer, Groeneweg
37481007;monoud;Monnickendam, Oudelandsdijkje
37481008;monoud;Monnickendam, Oudelandsdijkje
37481009;monklo;Monnickendam, Kloosterdijk
37490010;kathot;Katwoude, Hotel Volendam
37490020;katlag;Katwoude, Lagedijk
37490030;katzed;Katwoude, De Zedde
37490040;katzed;Katwoude, De Zedde
37497000;;Zonegrens, 3739/3749
37497010;;Zonegrens, 3849/3749
37500110;kwasta;Kwadijk, Stationsweg
37500120;kwasta;Kwadijk, Stationsweg
37500130;kwanie;Kwadijk, Nieuwe Gouw
37500140;kwanie;Kwadijk, Nieuwe Gouw
37501050;midklw;Middelie, Klemweg
37501060;midklw;Middelie, Klemweg
37501070;midhar;Middelie, Harmonie
37501080;midhar;Middelie, Harmonie
37501090;middoo;Middelie, Doopsgezinde Kerk
37501100;middoo;Middelie, Doopsgezinde Kerk
37501110;mdlsch;Middelie, School
37501120;mdlsch;Middelie, School
37501130;midbri;Middelie, Brink
37501140;midbri;Middelie, Brink
37501200;purpol;Purmerend, Polderweg
37501210;purpol;Purmerend, Polderweg
37501220;kwavle;Purmerend, Visserijweg
37501230;kwavle;Purmerend, Visserijweg
37507000;;Zonegrens, 3740/3750
37507010;;Zonegrens, 3849/3750
37507013;;Zonegrens, 3750/3829 (Seevancksweg)
37507014;;Zonegrens, 3750/3829 (Westeinde)
37507015;;Zonegrens, 3740/3750 (Nieuwe Gouw)
37520010;wmrkwo;Wormer, Keerlus Wormer Oost
37520020;necnec;Neck, Neckerbrug
37520030;jiswei;Jisp, 't Weiver
37520040;jis003;Jisp, Jisperdijkje Nr 3
37520050;jislep;Jisp, De Lepelaar
37520060;jis006;Jisp, Jisperdijkje Nr 6
37520070;jisbon;Jisp, De Bonte Os
37520080;jis137;Jisp, Dorpsstraat Nr 137
37520090;jisbra;Jisp, Brandweerkazerne
37520100;jisbra;Jisp, Brandweerkazerne
37520110;jis137;Jisp, Dorpsstraat Nr 137
37520120;jisbon;Jisp, De Bonte Os
37520130;jis006;Jisp, Jisperdijkje Nr 6
37520140;jislep;Jisp, De Lepelaar
37520150;jis003;Jisp, Jisperdijkje Nr 3
37520160;jiswei;Jisp, 't Weiver
38000020;scwgem;Scharwoude, Gemaal Westerkogge
38000120;hrnwes;Hoorn, Dijklander Ziekenhuis
38000130;hrnwab;Hoorn, Wabenstraat
38000180;hrntec;Hoorn, Vijandtstraat
38000200;hrnwab;Hoorn, Wabenstraat
38000235;hrnsta;Hoorn, Station
38000236;hrnsta;Hoorn, Station
38000510;hrnzui;Hoorn, Zuiderkruisstraat
38000530;hrnast;Hoorn, Astronautenweg
38000540;hrnpoo;Hoorn, Poolster
38000550;hrnpoo;Hoorn, Poolster
38000560;hrnast;Hoorn, Astronautenweg
38000580;hrnzui;Hoorn, Zuiderkruisstraat
38000610;hrnbhw;Hoorn, Berkhouterweg
38000620;hrnbhw;Hoorn, Berkhouterweg
38000640;hrnoro;Hoorn, Oscar Romero
38000650;hrnoro;Hoorn, Oscar Romero
38001060;hrndam;Hoorn, Dampten
38001070;hrndam;Hoorn, Dampten
38001130;hrnjdp;Hoorn, J.D.Pollstraat
38001355;hrnsta;Hoorn, Station
38001510;hrnhou;Hoorn, Houtzaagmolen
38001530;hrnkor;Hoorn, Korenmolen
38001540;hrnkor;Hoorn, Korenmolen
38001550;hrnver;Hoorn, Verfmolen
38001560;hrnver;Hoorn, Verfmolen
38001570;hrnpol;Hoorn, Poldermolen
38001580;hrnpol;Hoorn, Poldermolen
38001610;hrnhou;Hoorn, Houtzaagmolen
38003020;hrnnws;Hoorn, Nieuwe Steen
38003030;hrncop;Hoorn, Copernicus
38003040;hrncop;Hoorn, Copernicus
38003050;hrnnws;Hoorn, Nieuwe Steen
38008050;;KAR H223 4-1
38008052;;KAR H223 4-2
38008071;;KAR H5012 Bussluis 11-1
38008073;;KAR H5012 Bussluis 11-2
38008075;;KAR H1604 50-1
38008077;;KAR H1604 50-2
38009002;;Waypoint 118
38009003;;Waypoint 122
38190010;scwgem;Scharwoude, Gemaal Westerkogge
38190030;scwoom;Scharwoude, Ooms
38190040;oud247;Oudendijk, Oudendijk (N247)
38190050;scwrij;Scharwoude, Rijksweg
38190060;scwrij;Scharwoude, Rijksweg
38190080;scwoom;Scharwoude, Ooms
38198001;;KAR A7 West-N243 10-1
38198003;;KAR A7 West-N243 10-2
38198010;;KAR N247-A7 2-1
38198012;;KAR N247-A7 2-2
38290010;bee247;Beets, Beets (N247)
38290020;warver;Warder, Verkavelingweg
38290040;ohzdor;Oosthuizen, Oosthuizen
38290043;ohzdor;Oosthuizen, Oosthuizen
38290050;ohzdor;Oosthuizen, Oosthuizen
38290053;ohzdor;Oosthuizen, Oosthuizen
38290060;ohzsee;Oosthuizen, Seevancksweg
38290070;ohzsee;Oosthuizen, Seevancksweg
38290080;ohzker;Oosthuizen, Kerk
38290090;ohzker;Oosthuizen, Kerk
38290100;ohzbej;Oosthuizen, Bejaardenhuis
38290110;ohzbej;Oosthuizen, Bejaardenhuis
38290130;ete012;Etersheim, Etersheim Nr 12
38290150;warijs;Warder, IJsselmeerdijk
38290170;warnhk;Warder, N.H.Kerk
38290190;warboe;Warder, Boerderij Beunder
38290210;warwes;Warder, Westerweg
38290230;warnoo;Warder, Noodslachtplaats
38290250;ohzwar;Oosthuizen, Warderweg
38290260;etebre;Etersheim, De Breek
38290320;bee247;Beets, Beets (N247)
38290330;bee247;Beets, Beets (N247)
38290340;bee247;Beets, Beets (N247)
38290350;oud247;Oudendijk, Oudendijk (N247)
38290360;ohzwat;Oosthuizen, Waterrijk
38290370;ohzwat;Oosthuizen, Waterrijk
38291020;scdcam;Schardam, Camping
38291040;scdlaa;Schardam, Laag Schardammerweg
38291060;oud247;Oudendijk, Oudendijk (N247)
38291090;beevia;Beets, Viaduct A7
38291100;beevia;Beets, Viaduct A7
38291110;beeker;Beets, N.H.Kerk
38291120;beeker;Beets, N.H.Kerk
38297013;;Zonegrens, 3750/3829 (Seevancksweg)
38297014;;Zonegrens, 3750/3829 (Westeinde)
38381010;hobbru;Hobrede, Brug
38381020;hobbru;Hobrede, Brug
38390010;warver;Warder, Verkavelingweg
38390020;edatec;Edam, Technische School
38390030;midkle;Middelie, Klemweg
38390040;midrie;Middelie, Riethoorneweg
38390050;midrie;Middelie, Riethoorneweg
38390060;midkle;Middelie, Klemweg
38391010;midspo;Middelie, Spoorwegovergang
38391020;midspo;Middelie, Spoorwegovergang
38391030;midvro;Middelie, Vroom B.V.
38391040;midvro;Middelie, Vroom B.V.
38490020;kathot;Katwoude, Hotel Volendam
38490030;edamee;Edam, De Meermin
38490040;volzed;Volendam, Zeddeweg
38490060;voldir;Volendam, Dirk Visstraat
38490070;volpol;Volendam, De Deimpt
38490080;voljun;Volendam, Junoplantsoen
38490100;volwee;Volendam, Weegschaalstraat
38490122;voljul;Volendam, Volendam Centrum
38490130;volvee;Volendam, Mgr. C. Veermanlaan
38490140;volvis;Volendam, Vissersstraat
38490200;volvee;Volendam, Mgr. C. Veermanlaan
38490210;volwee;Volendam, Weegschaalstraat
38490230;voljun;Volendam, Junoplantsoen
38490250;voldir;Volendam, Dirk Visstraat
38490260;volpol;Volendam, De Deimpt
38490270;volzed;Volendam, Zeddeweg
38490280;edaije;Edam, IJe
38490290;volvis;Volendam, Vissersstraat
38490300;edamee;Edam, De Meermin
38490320;volspa;Volendam, Damcoogh
38490340;volsch;Volendam, Schoener
38490350;edawee;Edam, Weerenstraat
38490360;volpla;Volendam, Jan Platstraat
38490380;volsta;Volendam, Stadskantoor
38490390;volsta;Volendam, Stadskantoor
38490400;edaije;Edam, IJe
38490410;volpla;Volendam, Jan Platstraat
38490420;edawee;Edam, Weerenstraat
38490430;volsch;Volendam, Schoener
38490450;volspa;Volendam, Damcoogh
38490480;edatja;Edam, Tjaskermolen
38490500;edawat;Edam, Watermolen
38490510;volmar;Volendam, Marinapark
38490520;volkra;Volendam, Kraggenburg
38490530;edawat;Edam, Watermolen
38490540;volmar;Volendam, Marinapark
38490550;edatja;Edam, Tjaskermolen
38490560;volhei;Volendam, Heideweg
38490570;volgro;Volendam, Grote Ven
38490590;voljul;Volendam, Volendam Centrum
38490610;volbre;Volendam, G.A. Brederodestraat
38490620;volbre;Volendam, G.A. Brederodestraat
38490630;voljul;Volendam, Volendam Centrum
38490640;voljul;Volendam, Volendam Centrum
38490670;volhal;Volendam, Harlingenlaan
38490680;volgro;Volendam, Grote Ven
38490700;volkim;Volendam, Kimsterweg
38490740;volvis;Volendam, Van Baarstraat
38490750;volvis;Volendam, Van Baarstraat
38490760;volmor;Volendam, Morseweg
38491012;edabus;Edam, Busstation Edam
38491015;edabus;Edam, Busstation Edam
38491016;edabus;Edam, Busstation Edam
38491018;edabus;Edam, Busstation Edam
38491020;edabus;Edam, Busstation Edam
38491510;edatec;Edam, Technische School
38497000;;Zonegrens, 3849/3749
38497011;;Zonegrens, 3849/3750
38498021;;KAR N247-Singelweg I50
38498023;;KAR N247-Singelweg U50
38499002;;Waypoint 113
38499004;;Waypoint 130
57000312;asdcs;Amsterdam, Centraal Station
57000314;asdcs;Amsterdam, Centraal Station
57000315;asdcs;Amsterdam, Centraal Station
57000316;asdcs;Amsterdam, Centraal Station
57003010;asdijt;Amsterdam, IJtunnel
57003020;asdphk;Amsterdam, Prins Hendrikkade
57003031;asdphk;Amsterdam, Prins Hendrikkade
57003040;asdphk;Amsterdam, Prins Hendrikkade
57005010;asdcs;Amsterdam, Centraal Station
57007000;;Zonegrens, 5700/5711
57107000;;Zonegrens, 5715/5710
57107010;;Zonegrens, 5711/5710
57111010;asdnoo;Amsterdam, Station Noord
57111012;asdnoo;Amsterdam, Station Noord
57111013;asdnoo;Amsterdam, Station Noord
57111014;asdnoo;Amsterdam, Station Noord
57111015;asdnoo;Amsterdam, Station Noord
57111016;asdnoo;Amsterdam, Station Noord
57111034;asdnoo;Amsterdam, Station Noord
57111035;asdnoo;Amsterdam, Station Noord
57111036;asdnoo;Amsterdam, Station Noord
57111220;asdhei;Amsterdam, Van Heijningestraat
57111230;asdhei;Amsterdam, Van Heijningestraat
57111240;asdlan;Amsterdam, Lange Vonder
57111250;asdlan;Amsterdam, Lange Vonder
57111260;asdmol;Amsterdam, Molenaarsweg
57111270;asdmol;Amsterdam, Molenaarsweg
57111280;asdoos;Amsterdam, Oostzanerdijk
57111290;asdoos;Amsterdam, Oostzanerdijk
57111351;asdosl;Amsterdam, Oosterlengte
57111352;asdosl;Amsterdam, Oosterlengte
57112390;lanzui;Landsmeer, Zuideinde 90
57112400;lanzui;Landsmeer, Zuideinde 90
57112410;asdvor;Amsterdam, Vorticellaweg
57112800;asdvor;Amsterdam, Vorticellaweg
57114050;asdrod;Amsterdam, Rode Kruisstraat
57114090;asdmer;Amsterdam, Merelstraat
57114110;asdham;Amsterdam, Hamerstraat
57114130;asdhav;Amsterdam, Havikslaan
57114170;asdhag;Amsterdam, Hagedoornplein
57115010;asdkdp;Amsterdam, Kadoelenpad
57115020;asdkdp;Amsterdam, Kadoelenpad
57117000;;Zonegrens, 5711/5710
57117010;;Zonegrens, 3720/5711
57117011;;Zonegrens, 5700/5711
57119002;;Waypoint 109
57119003;;Waypoint 126
57119004;;Waypoint 112
57119005;;Waypoint 125
57119100;;Waypoint 115
57119101;;Waypoint 104
57119103;;Waypoint 117
57120010;asdbas;Amsterdam, Basisweg
57120020;asdbas;Amsterdam, Basisweg
57120040;asdlag;Amsterdam, La Guardiaweg
57120050;asdlag;Amsterdam, La Guardiaweg
57120070;asdstd;Amsterdam, Station Sloterdijk
57127000;;Zonegrens, 5711/5712
57129001;;Waypoint 120
57152660;dmnvin;Diemen, Vinkenbrug
57152690;dmnvin;Diemen, Vinkenbrug
57157010;;Zonegrens, 5715/5710
57159001;;Waypoint 103
57250020;dmnpro;Diemen, Provincialeweg
